证券代码,证券简称,地域概念名称,板块代码,概念名称,收盘价(元),涨跌幅(%),涨跌(元),最高价(元),最低价(元),换手率(%),量比,成交量(股),成交额(元),最新股息率(%),总市值(亿元),流通市值(元),行业名称,分类
001266,宏英智能,上海,主板,"车联网(车路协同),风电概念,专精特新,充电桩,工业互联网,工程机械概念,智能座舱,新能源车,智能制造,汽车电子概念,新型工业化,数据中心,汽车零部件概念,PCB概念,储能概念,农机,换电概念,仪器仪表概念,无人驾驶,人工智能,TMT,物联网,传感器,机器人概念",30.25,0.63,0.19,30.39,29.56,4.83,1.06,2807040.0,84376776.6,0.97,31.35,1758966321.75,机械设备-自动化设备-工控设备,专精特新/核心供应商
001269,欧晶科技,,,,19.01,2.04,0.38,19.18,18.51,1.99,1.33,3820480.0,72308985.8,-,36.58,3657759077.66,电力设备-光伏设备-光伏辅材,核心供应商
001270,铖昌科技,浙江,主板,"军工信息化,军工,集成电路概念,半导体产业,专精特新,5G概念,融资融券,昨日高振幅,转融券标的,深股通,摘帽,第三代半导体,芯片概念,商业航天,氮化镓,军民融合,小盘股,6G,卫星互联网,毫米波",99.9,7.93,7.34,101.82,91.95,6.47,1.53,13252749.0,1307335425.98,0.2,205.91,20459845274.4,国防军工-军工电子Ⅱ-军工电子Ⅲ,专精特新
001277,速达股份,,,,27.21,1.95,0.52,27.27,26.6,2.45,1.38,1116000.0,30132729.96,1.26,20.68,1239401595.69,机械设备-专用设备-能源及重型设备,核心供应商
001279,强邦新材,安徽,主板,"陶瓷基板,固态电池,专精特新,融资融券,转融券标的,深股通,包装印刷概念,26中报预减",24.92,1.88,0.46,25.18,24.4,2.94,1.0,1177801.0,29167238.1,0.75,39.87,996800000.0,轻工制造-包装印刷-印刷,专精特新
001282,三联锻造,安徽,主板,"专精特新,融资融券,华为汽车,转融券标的,新能源车,特斯拉,小米概念,汽车零部件概念,小米汽车,人形机器人,比亚迪概念,减速器,机器人概念",15.75,2.01,0.31,15.83,15.36,1.3,0.79,1978439.0,31057917.99,0.98,34.99,2405453400.0,汽车-汽车零部件-底盘与发动机系统,专精特新
001283,豪鹏科技,,,,42.45,1.53,0.64,43.38,42.32,2.16,0.91,2232277.0,95482028.26,0.68,55.05,4389283220.1,电力设备-电池-锂电池,核心供应商
001285,瑞立科密,广东,主板,"飞行汽车(eVTOL),专精特新,低空经济,融资融券,深股通,转融券标的,新能源车,汽车电子概念,比亚迪概念,新股与次新股,无人驾驶,并购重组,传感器,筹码集中100",42.78,3.31,1.37,42.99,41.1,4.62,1.83,1918813.0,81553882.15,1.3,77.08,1775231820.6,汽车-汽车零部件-底盘与发动机系统,专精特新
001287,中电港,,,,20.82,2.21,0.45,21.82,20.81,3.98,1.25,30210788.0,645048037.26,0.57,158.21,15821120019.54,电子-其他电子Ⅱ-其他电子Ⅲ,核心供应商
001298,好上好,,,,16.36,4.74,0.74,16.57,16.02,3.21,1.9,13096355.0,213436884.58,0.3,70.76,6665382169.28,电子-其他电子Ⅱ-其他电子Ⅲ,核心供应商
001301,尚太科技,河北,主板,"小盘股,专精特新,储能概念,石墨电极,融资融券,京津冀一体化,锂电池概念,深股通,转融券标的,宁德时代概念,含可转债",54.46,-1.38,-0.76,55.41,53.81,1.11,0.43,2875620.0,156986806.8,1.05,198.57,14164246037.06,电力设备-电池-电池化学品,专精特新/核心供应商
001306,夏厦精密,浙江,主板,"安防概念,专精特新,工业母机,融资融券,家用电器概念,深股通,转融券标的,智能座舱,新能源车,汽车零部件概念,人形机器人,比亚迪概念,智能家居,减速器,机器人概念",50.11,3.15,1.53,50.41,48.57,4.59,1.11,711846.0,35489291.4,-,31.53,776705000.0,机械设备-通用设备-金属制品,专精特新/核心供应商
001308,康冠科技,广东,主板,"MR头显,LED概念,专精特新,出海50,抖音概念,小米概念,智能穿戴,智能家居,在线教育,人工智能,OLED,人民币贬值受益,空间计算,行业龙头,医疗信息化,深股通,跨境电商概念,汽车电子概念,电子竞技,小盘股,华为鸿蒙,消费电子产业,一带一路,股权激励,TMT,智能医疗,智能电视,虚拟现实（VR）,MiniLED",18.18,4.72,0.82,18.46,17.26,0.92,2.03,4499100.0,80454171.97,5.28,128.0,8857962587.88,电子-光学光电子-面板,专精特新/核心供应商/行业龙头
001309,德明利,广东,主板,"集成电路概念,半导体产业,专精特新,融资融券,AIPC,转融券标的,深股通,昨日触板,芯片概念,高价股,汽车电子概念,大盘股,数据中心,智能穿戴,光通信,粤港澳自贸区,人工智能,存储器,TMT,共封装光模块(CPO）",349.0,-9.56,-36.9,376.61,348.96,16.49,0.98,27214536.0,9775395314.25,0.11,791.69,57595384146.0,电子-半导体-数字芯片设计,专精特新/核心供应商
001314,亿道信息,广东,主板,"MR头显,专精特新,AIPC,昨日高振幅,元宇宙,深圳特区,AMD概念,智能穿戴,粤港澳自贸区,增强现实（AR）,AI-PIN,边缘计算,智能家居,AI应用,人工智能,先进封装(Chiplet),并购重组,物联网,机器人概念,空间计算,数字货币,AI眼镜,深股通,虚拟机器人,工业4.0,智能制造,智能音箱,电子竞技,PCB概念,华为鸿蒙,消费电子产业,DeepSeek概念股,Gemini多模态,OpenClaw概念,虚拟现实（VR）",49.0,4.57,2.14,51.28,46.7,5.76,1.11,7147700.0,351909227.0,0.36,69.89,6080869963.0,电子-消费电子-消费电子零部件及组装,专精特新/核心供应商
001324,长青科技,,,,19.2,3.17,0.59,19.22,18.66,1.17,0.85,1620001.0,30664828.91,0.69,26.5,2649600000.0,机械设备-轨交设备Ⅱ-轨交设备Ⅲ,核心供应商
001332,锡装股份,,,,30.05,2.59,0.76,30.39,29.59,2.67,1.04,1792834.0,53806070.19,1.9,46.48,2019507275.05,机械设备-专用设备-能源及重型设备,核心供应商
001336,楚环科技,浙江,主板,"创投,污水处理,固废处理,氢能源,专精特新,储能概念,微盘股概念,垃圾分类,新型城镇化建设,节能环保,碳中和",17.14,4.51,0.74,17.15,16.48,3.4,1.16,2189190.0,36966517.9,0.67,17.91,1102079083.82,环保-环保设备Ⅱ-环保设备Ⅲ,专精特新
001339,智微智能,广东,主板,"专精特新,5G概念,远程办公,AIPC,昨日高振幅,工业互联网,新型工业化,交换机,信创,粤港澳自贸区,算力租赁,边缘计算,在线教育,人工智能,物联网,人脸识别,机器人概念,车联网(车路协同),数据安全,安防概念,融资融券,转融券标的,深股通,东数西算/算力,工业4.0,智能座舱,昨日触板,教育信息化,智慧城市,网络安全,小盘股,英伟达概念,华为鸿蒙,机器视觉,消费电子产业,人形机器人,算力一体机,ETC,新零售,DeepSeek概念股,服务器,TMT,智能医疗",65.43,-2.6,-1.75,70.14,64.44,6.93,1.01,11212511.0,746872637.92,0.04,213.98,10593095538.96,计算机-计算机设备-其他计算机设备,专精特新/核心供应商
001360,南矿集团,江西,主板,"雅鲁藏布江水电站,专精特新,有色金属概念,融资融券,转融券标的,工程机械概念,金属回收,节能环保,固废处理,机器视觉,中俄贸易,锂电池概念,一带一路,并购重组,黄金概念",14.83,0.68,0.1,14.84,14.53,2.37,0.8,2974100.0,43830908.0,1.33,30.25,1860932969.82,机械设备-专用设备-能源及重型设备,专精特新/核心供应商
001367,海森药业,浙江,主板,"专精特新,仿制药一致性评价,合成生物,融资融券,转融券标的,健康中国,生物医药",18.08,2.15,0.38,18.13,17.72,1.18,1.19,1440900.0,25815386.0,0.64,27.55,2199197719.36,医药生物-化学制药-原料药,专精特新
001369,双欣材料,内蒙古,主板,"光伏概念,专精特新,化工化纤出口,融资融券,锂电池概念,转融券标的,新股与次新股,深股通,碳中和",13.0,1.4,0.18,13.0,12.55,4.61,0.82,9569904.0,123333728.01,1.15,149.11,2696894629.0,基础化工-化学纤维-其他化学纤维,专精特新
001373,翔腾新材,江苏,,"融资融券,转融券标的,微盘股概念,新能源车,小米概念,华为概念,智能穿戴,独角兽概念,消费电子产业,手机产业,OLED,TMT,养老金持股,MiniLED",25.58,3.6,0.89,25.95,24.8,4.85,1.14,2036000.0,52138230.0,-,17.57,1073349129.56,电子-光学光电子-光学元件,核心供应商
001379,腾达科技,,,,14.95,1.91,0.28,15.04,14.76,2.88,1.18,1940800.0,28979185.0,1.34,29.9,1006100241.25,机械设备-通用设备-金属制品,核心供应商
001380,华纬科技,浙江,主板,"军工,专精特新,融资融券,人形机器人,华为汽车,比亚迪概念,转融券标的,深股通,无人机,新能源车,机器人概念",16.56,0.91,0.15,16.72,16.26,0.55,0.83,1290282.0,21396351.12,0.6,44.85,3854047964.4,汽车-汽车零部件-底盘与发动机系统,专精特新
001382,新亚电缆,,,,17.03,-0.18,-0.03,17.24,16.9,7.52,0.48,4735334.0,80813344.23,0.44,70.16,1072890000.0,电力设备-电网设备-线缆部件及其他,核心供应商
001388,信通电子,山东,主板,"风电概念,专精特新,融资融券,深股通,转融券标的,工业互联网,芯片概念,特高压,新型工业化,华为概念,PCB概念,华为鸿蒙,电力物联网,中俄贸易,核电概念,智能电网,人工智能,电子身份证,Gemini多模态,物联网,传感器,机器人概念,26中报预减",20.38,2.67,0.53,20.45,19.68,4.35,0.57,5447526.0,109465860.86,3.62,47.64,2549916497.36,电力设备-电网设备-电网自动化设备,专精特新/核心供应商
001389,广合科技,广东,,"安防概念,中盘股,5G概念,融资融券,AIPC,转融券标的,深股通,昨日触板,汽车电子概念,高价股,华为概念,数据中心,PCB概念,粤港澳自贸区,消费电子产业,一带一路,人工智能,服务器,TMT,富士康概念,AH股,机器人概念,卫星互联网,共封装光模块(CPO）",141.82,7.93,10.42,144.54,139.0,8.68,1.56,13218990.0,1891591799.08,0.46,670.4,25604895563.08,电子-元件-印制电路板,核心供应商
001390,古麒绒材,安徽,主板,"专精特新,融资融券,深股通,转融券标的,纺织服装概念,参股民营银行",17.7,0.23,0.04,17.77,17.61,0.67,0.95,793000.0,14035458.0,0.73,35.4,2102392725.0,纺织服饰-纺织制造-其他纺织,专精特新
001393,维通利,北京,主板,"汽车零部件概念,风电概念,专精特新,储能概念,融资融券,转融券标的,新股与次新股,深股通,新能源车,筹码集中100",44.14,2.46,1.06,44.94,42.7,7.13,1.15,3424100.0,150647981.25,-,110.06,2120493589.34,电力设备-电网设备-输变电设备,专精特新/核心供应商
001395,亚联机械,吉林,主板,"专精特新,融资融券,龙头股,转融券标的,智能制造,家居概念,26中报预增",29.34,3.46,0.98,29.38,28.05,5.7,0.83,2964388.0,85716968.04,2.62,33.28,1525870710.0,机械设备-专用设备-其他专用设备,专精特新/核心供应商/行业龙头
001396,誉帆科技,上海,主板,"污水处理,专精特新,融资融券,昨日高振幅,转融券标的,新股与次新股,人工智能,新型城镇化建设,智慧城市,地下管网,养老金持股",34.19,4.68,1.53,35.38,32.72,7.5,1.99,1704439.0,58204642.77,0.55,36.55,776709273.6,建筑装饰-基础建设-基建市政工程,专精特新
001399,惠科股份,,,,22.72,3.09,0.68,23.74,22.72,12.04,1.15,51840289.0,1202954862.87,-,1682.94,9782476128.32,电子-光学光电子-面板,核心供应商
001400,江顺科技,江苏,主板,"风电概念,专精特新,有色金属概念,融资融券,液冷概念,深股通,转融券标的,新能源车,3D打印,铝概念,商业航天,轨道交通,高铁,汽车热管理",68.86,2.29,1.54,69.22,65.33,5.81,1.93,2684776.0,181473193.52,1.24,57.84,3183501090.0,机械设备-专用设备-其他专用设备,专精特新/核心供应商
001696,宗申动力,重庆,主板,"钠离子电池,专精特新,乡村振兴,标普道琼斯中国,昨日高振幅,工业互联网,新能源车,燃料电池概念,军民融合,地摊经济,储能概念,农机,通用航空,并购重组,无线充电,机器人概念,军工,分拆上市预期,航空发动机,飞行汽车(eVTOL),低空经济,融资融券,深股通,转融券标的,汽车压铸一体化,无人机,商业航天,两轮车,小盘股,氢能源,锂电池概念,比亚迪概念,纳入富时罗素,无人战机",15.14,6.69,0.95,15.55,14.19,9.1,2.11,81155591.0,1211536586.83,1.32,173.36,13495570414.0,机械设备-通用设备-其他通用设备,专精特新/核心供应商
001914,招商积余,,,,9.04,-1.2,-0.11,9.19,8.99,0.71,1.04,7474340.0,67724573.19,2.88,95.26,9525593164.32,房地产-房地产服务-物业管理,行业龙头
002006,精工科技,浙江,主板,"专精特新,低空经济,融资融券,颗粒硅,深股通,转融券标的,充电桩,智能制造,3D打印,商业航天,口罩,新型工业化,建筑节能概念,数据中心,碳纤维概念,光伏概念,新材料,太阳能概念,工业自动化,人形机器人,航天装备概念,快递物流,碳基半导体,机器人概念",13.69,2.16,0.29,13.75,13.41,1.35,0.95,7038755.0,95873165.41,1.46,71.16,7115972193.6,机械设备-专用设备-其他专用设备,专精特新/核心供应商
002008,大族激光,,,,84.51,3.19,2.61,90.09,84.48,5.85,1.26,55943486.0,4901499638.37,0.24,870.12,80853031052.82,机械设备-自动化设备-激光设备,核心供应商/行业龙头
002009,天奇股份,,,,16.54,3.57,0.57,16.82,16.24,4.21,1.33,14909194.0,247226859.35,0.3,66.53,5855946791.26,机械设备-专用设备-其他专用设备,核心供应商
002015,协鑫能科,江苏,,"区块链,液冷超充,新能源车,水利建设,节能环保,宁德时代概念,华为概念,储能概念,算力租赁,百度概念,抽水蓄能,RWA,云计算,动力电池回收,风电概念,融资融券,数字货币,深股通,充电桩,东数西算/算力,转融券标的,虚拟电厂,数字中国,绿色电力,碳交易,数据中心,小盘股,英伟达概念,光伏概念,长三角一体化,换电概念,锂电池概念,快充概念,蚂蚁金服概念,智能电网,碳中和,纳入富时罗素",15.08,9.99,1.37,15.08,13.9,6.08,1.36,98619083.0,1445177977.27,0.65,244.8,24479735179.12,公用事业-电力-热力服务,核心供应商
002021,中捷资源,,,,2.59,3.6,0.09,2.6,2.51,2.41,0.77,28769672.0,73413436.86,-,30.96,3096184137.69,机械设备-专用设备-纺织服装设备,核心供应商
002025,航天电器,贵州,,"北斗导航,5G概念,液冷超充,标普道琼斯中国,大央企重组,新能源车,军工集团,华为概念,小米概念,光通信,央企央资,核电概念,自主可控,共封装光模块(CPO）,军工,政府控股,大飞机,低空经济,融资融券,液冷概念,深股通,转融券标的,商业航天,数据中心,航天系,小盘股,铜缆高速连接器,机器视觉,国企改革,航天装备概念,比亚迪概念,军工央企,快递物流,TMT",61.37,7.37,4.21,62.77,59.2,4.42,1.27,20075290.0,1230080917.61,0.21,278.63,27854081619.63,国防军工-军工电子Ⅱ-军工电子Ⅲ,核心供应商
002026,山东威达,,,,9.82,2.19,0.21,9.84,9.68,1.2,1.18,5281900.0,51673184.0,0.71,43.26,4325650235.48,机械设备-通用设备-金属制品,核心供应商
002027,分众传媒,,,,5.62,0.0,0.0,5.63,5.4,1.49,1.25,215768669.0,1194743383.98,6.05,811.65,81165162460.12,传媒-广告营销-广告媒体,行业龙头
002028,思源电气,,,,156.51,1.56,2.41,164.68,156.18,2.31,1.2,14084985.0,2266152899.9,0.45,1224.81,95597162701.11,电力设备-电网设备-输变电设备,核心供应商
002031,巨轮智能,,,,4.9,4.26,0.2,4.96,4.79,4.63,1.68,88608108.0,432828326.64,-,107.77,9376740822.4,机械设备-专用设备-其他专用设备,核心供应商
002032,苏泊尔,,,,43.59,-3.0,-1.35,44.49,43.2,0.44,1.05,3520662.0,153924513.72,6.01,348.65,34849512180.54,家用电器-小家电-厨房小家电,行业龙头
002033,丽江股份,,,,8.68,1.05,0.09,8.69,8.51,2.36,0.85,12954518.0,111923642.31,4.03,47.7,4769487971.08,社会服务-旅游及景区-自然景区,行业龙头
002036,联创电子,,,,6.79,-1.31,-0.09,7.1,6.46,7.75,3.55,81786627.0,555698633.12,-,71.81,7166626192.25,电子-光学光电子-光学元件,核心供应商
002044,美年健康,浙江,,"区块链,新冠检测,标普道琼斯中国,病毒防治,体外诊断概念,高商誉,华为概念,智能穿戴,病毒检测,人工智能,牙科医疗,健康中国,基因测序,阿里概念,AI医疗概念,MSCI概念,机器人概念,数据要素,民营医院,融资融券,家庭医生,深股通,转融券标的,养老概念,小盘股,精准医疗,互联网医疗,智能医疗,纳入富时罗素,大数据,阿尔茨海默概念",4.78,6.22,0.28,4.94,4.47,5.83,3.13,225881151.0,1077006660.41,0.19,187.1,18518808057.06,医药生物-医疗服务-医院,核心供应商
002045,国光电器,,,,8.36,2.45,0.2,8.46,8.16,5.66,1.1,31783325.0,264915566.38,0.18,47.02,4696020013.52,电子-消费电子-品牌消费电子,核心供应商
002046,国机精工,,,,42.14,3.36,1.37,44.66,42.03,3.15,1.32,16704506.0,726764709.57,0.47,225.95,22336554024.68,机械设备-通用设备-磨具磨料,核心供应商
002049,紫光国微,,,,65.02,0.49,0.32,67.52,64.94,3.84,1.45,32367296.0,2151653411.98,0.47,548.27,54819653557.28,电子-半导体-数字芯片设计,核心供应商
002052,同洲电子,,,,8.77,4.16,0.35,8.96,8.53,1.63,0.94,11226300.0,99340597.0,-,65.99,6045925349.35,电力设备-其他电源设备Ⅱ-其他电源设备Ⅲ,核心供应商
002054,德美化工,广东,主板,"半导体材料概念,半导体产业,汇金持股,专精特新,合成生物,融资融券,抗病毒面料,转融券标的,量子计算,壳资源概念,参股券商,参股民营银行,有机硅类,创投,分散染料,碳基半导体",7.15,4.23,0.29,7.19,6.85,4.46,1.15,17121493.0,120977927.14,0.98,34.47,2745688145.2,基础化工-化学制品-纺织化学制品,专精特新
002055,ST得润,,,,5.23,3.16,0.16,5.27,5.18,1.81,0.93,10736700.0,56141139.0,-,31.61,3106567788.91,电子-消费电子-消费电子零部件及组装,核心供应商
002056,横店东磁,,,,20.79,3.18,0.64,21.63,20.73,2.48,1.23,40225881.0,852595905.09,4.64,338.19,33784407151.11,电力设备-光伏设备-光伏电池组件,核心供应商/行业龙头
002057,中钢天源,安徽,主板,"专精特新,雅鲁藏布江水电站,海工装备,新疆振兴,大央企重组,燃料电池概念,新能源车,化债(AMC),债转股,固态电池,央企央资,核电概念,长三角自贸区,小金属概念,中字头,机器人概念,军工,稀土永磁,政府控股,融资融券,转融券标的,深股通,无人机,氢能源,磷酸铁锂,消费电子产业,新材料,人形机器人,国企改革,锂电池概念,一带一路,比亚迪概念,超硬材料,石墨烯",8.2,2.12,0.17,8.24,7.97,3.29,1.07,24794309.0,201788358.29,1.44,61.82,6177174053.8,社会服务-专业服务-检测服务,专精特新
